"Abbreviation","Species","Relative_frequency","p05_mat","p50_mat","p95_mat","iqr_mat","p05_mwmt","p50_mwmt","p95_mwmt","iqr_mwmt","p05_mcmt","p50_mcmt","p95_mcmt","iqr_mcmt","p05_td","p50_td","p95_td","iqr_td","p05_map","p50_map","p95_map","iqr_map","p05_msp","p50_msp","p95_msp","iqr_msp","p05_ahm","p50_ahm","p95_ahm","iqr_ahm","p05_shm","p50_shm","p95_shm","iqr_shm","p05_ffp","p50_ffp","p95_ffp","iqr_ffp","p05_pas","p50_pas","p95_pas","iqr_pas","p05_emt","p50_emt","p95_emt","iqr_emt","p05_ext","p50_ext","p95_ext","iqr_ext","p05_eref","p50_eref","p95_eref","iqr_eref","p05_cmd","p50_cmd","p95_cmd","iqr_cmd","p05_rh","p50_rh","p95_rh","iqr_rh","p05_rh_sm","p50_rh_sm","p95_rh_sm","iqr_rh_sm","p05_hi","p50_hi","p95_hi","iqr_hi"
"Polden","Leptogidium_dendriscum",0,3.2,10.85,20.95,12.3,14.1,16.1,27.95,12.02,-7.4,3.3,12.75,11.3,11.28,18.2,21.85,4.9,986,1339,3228.5,583.75,289,549,796,313,5.8,11.85,23.95,12.25,27.6,35.9,57.1,10.1,104.5,181,304.5,108.5,0,21.5,531.5,345.5,-36.4,-19.3,-10.12,12.9,31.95,34.5,41.45,6.5,496.5,750,1543.5,872.5,19,132,324.5,196.5,59.5,67,73.5,9.5,53.5,65,70.75,6.5,12.96,15.36,30.29,14.36
"Popamb","Parmeliopsis_ambigua",0.13,-8.12,3.45,10.37,5.7,11.09,15.6,21.8,4.8,-26.21,-7.9,3.37,10.44,16,23.45,40.52,10.23,257.85,757,1675.95,501.25,123.11,303,570.2,194.43,5.17,16.1,35.12,9.4,26.89,50.66,128.5,35.27,48,106,184.05,50.48,30.4,214.17,674.95,237,-51.09,-38.16,-19.24,11.69,26.9,33.9,39.6,5.2,226.7,601,1036.52,278.25,10,170.5,542.85,214,49,61,71.72,9,25.48,58,73,23.3,9.86,14.53,21.3,5.39
"Popcap","Parmeliopsis_capitata",0.01,1.72,5.65,7.76,1.99,15.62,18.66,20.29,1.6,-15.54,-8.22,-4.11,4.37,22.25,27.45,32.48,3.64,757,1112,1364.1,391.12,366.57,477.83,605.55,108.25,9.29,14.2,20.72,3.94,28.92,39,51.26,9.33,108.15,130.25,143,16,131.75,253,432.8,142.5,-41.21,-34.43,-31,5.18,32.57,35.35,37.14,1.32,517.45,652,797.42,113.73,0,93.5,181.4,84,57,62,69,4.83,55,62,69.85,7,15.08,18.23,19.99,1.79
"Pophyp","Parmeliopsis_hyperopta",0.11,-5.6,3.5,9.28,4.7,11.02,15.4,20.29,4.52,-24.85,-8.13,1.58,9.94,14.52,23.45,38.52,10.44,359,835,2987.78,572.88,166.15,379.25,747.27,204.25,4.72,13.6,28.39,9,18.8,41.84,100.85,21.22,48,109.5,168.85,45.71,65.15,290.45,738.55,287.68,-50.08,-38.07,-20.43,11.71,26.43,33.3,38.65,5.3,256.35,583,844.5,243.17,0,122.62,457.82,165.75,51.53,62,75.64,9.4,28,59.5,77,20.5,9.66,14.47,19.68,4.7
"Popsub","Parmeliopsis_subambigua",0,12.56,18.5,22,3.6,24.64,27.33,27.9,1.21,0.6,8.8,15,5.3,12.8,18.7,23,4.1,1112,1278.5,1584,146.33,488,626,813,200,18.4,21.9,24.85,3.13,34,42.6,53.4,11.5,180.57,251,322,74.83,0,1,19.71,2,-25.39,-16.85,-7.5,6.92,38.6,39.8,40.7,1,1037.83,1363,1536,221,105,260.5,390,129,59,61.25,69,3.29,63,66,74,3,24.87,29.05,30.54,2.06
"Ppasph","Pseudoparmelia_uleana",0,5.88,20.1,23.72,2.25,16.78,27.7,28.34,0.5,-3.44,11.3,18.8,3.3,10.06,16.2,19.94,3.35,897.6,1327,1629,213,297.6,741,972,163,16.32,22.8,33.5,4.7,28.43,37.2,62.66,8.44,117.6,298.5,343.53,42,0,0,167.8,0,-30.72,-12.1,-0.61,6.75,33.44,39.4,43.44,1.4,722.5,1457,1623,245,70.9,266,757,146.83,57.8,64.5,72.6,7,55.2,68.5,77.06,6.33,15.29,29.81,32.15,1.5
"Ppshor","Hypotrachyna_horrescens",0.02,10.25,17.7,21.03,4.65,19.02,26.6,27.88,3.8,0.24,8.4,15.24,6.1,3.8,18.7,22.74,3.47,1121.6,1318,1806.68,299.33,495.4,611,973.4,225.3,13,20.15,25.32,5.2,19.18,41.3,53.34,13.55,161,242,337.2,79.5,0,1,37.6,5,-27.34,-17.5,-5.12,7.38,32.9,39.7,40.96,1.8,967.6,1386,1646.2,271,36.77,249.67,600.9,183,57.7,61,65.6,3,54.42,65,71,4.25,18.2,27.93,30.31,5.52
"Ppsmin","Hypotrachyna_minarum",0.04,8.67,16.8,21.11,6.02,19.12,26.6,28,3.65,-3.44,6.85,13.4,7.6,12.5,19.3,24.48,4.1,973.9,1291.5,1628.08,256.38,460.6,574.25,797.7,141.66,14.54,20.2,25.4,4.46,32.56,43.8,54.94,11.88,149,225,313.6,93.78,0,2,104.6,12.25,-30.17,-19.02,-9.3,9.37,34.52,39.6,41.48,1.89,861.8,1300.5,1528.52,307.75,63.3,248.83,532.5,173.21,56.08,62,67.85,3,54.15,65,73,5,18.56,27.91,30.64,5.54
"Ppsspu","Hypotrachyna_spumosa",0,9.92,19.18,21.93,2.35,20.5,27.5,28.17,0.82,-1.98,9.7,14.85,3.55,12.8,17.85,21.75,2.55,1155.75,1368.5,1647,245.5,504.75,650,839.75,160.38,14.97,20.25,24.5,4.5,30.17,41.02,53.38,12.26,152,271,320.25,49.25,0,1,73.5,1,-29.1,-15.6,-7.9,4.39,34.61,40.1,41.27,1.48,927,1425.5,1540.5,122,40,265.5,413.5,148,59,62,71,3,59,66.83,75,3,20.12,29.37,30.91,1.59
"Psohyp","Psoroma_hypnorum",0,-13.07,1.67,8.02,9.69,6.35,13.03,18.38,3.5,-30.92,-8.2,1.9,18.98,12.55,22.05,40.9,14.52,162,774.5,2938.12,868.58,99.25,293.17,756.5,211.88,-12.55,9.93,25.96,9.26,16.43,46.06,108.25,30.78,39.88,80,179,61.25,75.75,292.2,861.25,355.08,-53.52,-40.91,-18.68,15.14,22.65,30.6,37.32,5.33,128.5,453.33,795.06,345.88,0,102,397.12,182.75,48.44,65,78.25,13,23.5,61.25,80.25,29.17,5.1,11.8,17.93,3.69
"Punapp","Punctelia_appalachensis",0,4.42,10.07,14.27,5.06,16.91,20,24.89,2.98,-9.98,-1.05,4.35,8.12,19.01,21.75,27.85,5.73,1008.5,1319,1797.63,335.38,443.9,604,751.2,141.25,9.21,14.18,21.08,3.77,25.16,34.52,50.43,9.79,122.1,159.5,193.3,37.42,6.2,43.5,434.6,206.58,-36.74,-27.9,-22.81,6.8,32.64,35.18,39.45,2.44,609.7,917,1224.35,382.25,0,73.75,260.1,99.68,57.1,63,68.85,3.77,53.13,59.5,70.7,5.83,16.3,19.57,25.16,3.3
"Punbol","Punctelia_bolliana",0.01,4.2,9.8,18.83,6.27,19.37,23.25,28.43,3.88,-13.6,-4.4,9.52,9.79,17.92,27.9,34.13,6.09,507.5,854.5,1183.5,283,329.5,489,598.5,117.25,18.4,22.3,40.18,6.59,40.4,48.35,73.23,11.74,125.7,161,267.81,39,0,48,135.07,74.67,-40.92,-30.85,-14.4,9.23,36.34,40,43.98,2.58,671.35,908.33,1517.22,386.5,90.67,192,769.4,160.83,53.7,60,65,4,55,62.33,68,4,18.92,23.3,30.56,4.26
"Punbor","Punctelia_borreri",0,5.81,11.9,19.63,7.93,16.02,20.6,28.32,4.23,-9.82,1.35,14.53,14.29,4.37,20.9,30.89,10.75,437.3,849.5,1389.45,566,20.55,456.5,795.35,201.25,13.88,25.02,55.41,15.8,24.76,49.8,788.68,30.1,115.06,177.5,348.36,128.5,0,16.5,209.65,76,-37.55,-25.6,-4.3,19.23,31.61,37.5,43.38,4.04,704.75,1026.62,1771,483.5,66.25,360.5,1079.55,496.75,50.55,60.5,68.11,8,37.05,60.5,74,9,15.3,20.31,30.02,4.87
"Puncas","Punctelia_caseana",0,4.82,9.5,17.83,5.63,17.11,20.43,25.53,4.21,-10,-2.27,12.91,7.78,5.89,24.09,28.92,4.5,741.7,1183,1609.1,212.94,400.4,533.8,866.52,99.36,11.8,16.7,30.22,5.16,23.78,39.91,51.62,10.5,122.2,157,318.6,44.75,1,79.5,325.69,141,-37.26,-29.03,-9.22,7.35,33.07,36.6,40.17,3.73,629.5,866.5,1631.75,362.72,4.35,126.62,958.55,122.93,55.17,61.28,68,4,54,60.75,70.65,7.27,15.99,20.13,25.83,4.72
"Punhyp","Punctelia_hypoleucites",0,6.37,14.35,21.27,6.29,13.99,22,29.1,5.3,-7.96,6.57,15.36,7.77,3.5,17.85,29.16,8.62,330.15,639,1205.47,393.38,196.4,382,940.53,228.12,17.79,37.92,85.55,21.39,17.02,61.67,129.48,36.17,116.17,216,344.51,108.62,0,2.5,104,17.46,-36.27,-19.58,-1.37,14.74,30.23,38.56,44.31,4.6,747.45,1430.25,1797.65,345.52,109.25,769.75,1366.75,458.25,46.45,55.9,64,8.94,36.45,57.64,67.07,11.62,12.99,21.79,31.31,6
"Punmis","Punctelia_missouriensis",0.02,9.32,13.33,16.38,2.35,20.53,25.31,26.9,1.8,-4.66,0.87,6.92,3.71,13.38,24.19,27.94,3.11,832.7,1120.5,1409.78,198.75,467.45,536,617.7,80.46,16.96,20.9,30.53,1.88,37,46.33,56.91,6.21,156.45,183,223.55,18.54,2,13,76,14.58,-31.12,-26.3,-19.27,4.08,36.43,40.94,42.2,2.08,878,1136.54,1400.25,164.81,102.35,206,545.05,95.77,56.03,61,64,2.54,57.02,63,67.89,4,19.9,25.49,28.28,2.76
"Punper","Punctelia_perreticulata",0.03,3.38,11.8,20.61,9.89,14.82,19.99,27.31,5.55,-14.72,0.48,16.35,19.4,3.5,24.05,33.93,15.65,407.95,796,1380.32,437.81,30,468.25,887.25,154.26,14.52,21.25,58.9,13.91,19.29,44.47,674.52,12.42,112.45,172.67,353.27,110.84,0,21.5,232.1,123,-41.92,-27.07,0.21,20.82,31.05,37.86,43.73,4.39,604.5,1058.5,1832.6,707.66,80,236,1146.5,605.48,49,58,67.55,6.92,44.45,60,69,7,13.49,19.68,28.64,6.2
"Punred","Punctelia_reddenda",0,5.7,11.4,18.36,5.3,19.24,20.6,21.32,1.2,-8.88,2.1,13.74,9.5,7.58,18.5,28.14,8.4,589,1155,1657,584,111.6,628,814.4,230,12.84,18.3,42.86,10.5,26.16,31.5,738.84,11.4,133.4,169,320.6,136,0.4,24,133.6,34,-36,-25.6,-7.74,17.3,33.92,36.1,40.7,1.9,711.8,1052,1652.2,346,0.2,120,879.4,756,57,60,64.4,5,51.2,53,62,2,18.57,20.07,21.12,1.29
"Punrud","Punctelia_rudecta",0.22,3.61,10.8,19.75,8.6,17.6,22.9,28,6.27,-13.47,-2,10.8,12.08,16.9,24.94,32.23,7.22,716.97,1102,1517.4,378,387.25,511,695.22,97.17,12.8,19.96,25.59,4.2,33.21,44.7,56.86,9.6,118,169,289.9,66.68,0,44,320.6,132.82,-39.89,-28.3,-13.4,12.08,34.34,38.92,41.9,4.01,598.1,926,1489.32,507.5,45.1,165,414.77,130.63,57,61.5,68,3,55.76,63.67,70.48,5.45,17.03,22.89,30.33,7.69
"Punsem","Punctelia_graminicola",0.01,6.64,13.9,19.8,4.01,18.41,25.33,28.62,4.56,-7.07,2.4,12.19,6.58,11,22.39,28.66,7.37,332.32,798.5,1402.85,517.25,180.97,455,622.6,247.06,18.34,28.67,74.62,23,39.19,51.4,130.49,33.61,125.4,189,307.15,45.75,0,7.54,89.5,15.75,-35.95,-25.6,-10.43,9.07,35.09,41,44.34,4,750.5,1214.2,1642.6,337.94,94.7,406.25,1226.75,608.5,48,58.88,64.09,8,36.62,60,66.15,12.25,17.52,25.46,30.74,6.18
"Punsub","Punctelia_subrudecta",0.07,4.92,7.5,15.12,4.9,17.96,19.8,24.34,1.8,-10.02,-4.7,4.9,7.2,16.82,24.5,28.72,5.1,490,797,1465.6,419,305.9,395,681.2,204,11.42,20.8,40.82,2.5,26.76,49,67.17,9.5,123.6,143,208,23,11.2,99,229.4,120,-37.38,-31.7,-19.62,5.1,34.04,35.3,39.7,2.7,605.8,722,1293.2,430,0,156,762.2,91,52.4,60,69.4,8,49.6,63,71.8,7,17.36,19.56,24.68,1.28
"Pyxber","Pyxine_berteriana",0,19.38,21.6,24.76,3.1,20.98,27.7,28.72,0.8,10.48,15.7,19.9,5.2,4.76,11.9,16.9,7,979.4,1345,1543,254,635.8,794,927.4,103,19.88,23.6,32.16,2.1,25.26,34.3,44.94,4,273.6,336,362,39,0,0,0.4,0,-15.4,-5.3,4.6,6.3,35.58,38.6,40.42,2.15,1251.2,1486,1837.6,167,129.2,271,1029.4,170,54.8,65,78.8,13,61.4,68,80.4,11,20.72,29.87,34.16,2.56
"Pyxcae","Pyxine_caesiopruinosa",0.01,11.48,19.05,21.64,4.14,23.4,27.4,28.21,1.64,-1.12,9.6,13.51,5.66,14.12,17.98,25.04,4.04,1080.65,1315,1596.35,216,489.55,596.25,817.4,170.62,17.1,20.7,24.63,3.89,32.98,43.73,53.36,11.32,167.85,267.5,320.6,81.58,0,1,33.2,4,-27.73,-15.6,-8,7.62,38.11,40,41.52,1.09,1005.5,1374,1527.15,199.75,63.4,249,397.95,120.25,59,62,71,3.56,58,66,75,4,23.36,29.14,31.36,2.87
"Pyxesc","Pyxine_eschweileri",0,18.61,20.07,22.91,1.6,27.07,27.7,28.66,0.5,8.88,11.1,16.72,2.48,11.07,16.7,19.02,2.45,1135.3,1436,1624.95,250.75,504.8,721.5,876.7,162.56,18.34,21.2,25.39,4.9,31.55,38.6,55.73,8.08,245.7,295.33,335.8,31.5,0,0,1,0,-17.2,-12.7,-4.32,4.75,38.03,39.81,41.66,1.28,1250.4,1444,1584.7,119.25,79.05,234,434.5,159.57,59.35,64,72,5.25,63.7,68.33,76.3,5.12,28.5,30.17,32.3,1.4
"Pyxsor","Pyxine_sorediata",0.06,3.44,10.53,18.95,8.26,17.43,21.96,27.8,6,-13.29,-2.23,9.33,10.86,17.71,25.1,31.74,6.55,756.1,1123,1519.38,370.25,387.27,506,656.8,72.62,12.27,19.3,24.1,4.63,31.95,44.4,54.65,9.32,115.55,162,267,58.81,1,51.5,348.12,156.5,-39.34,-28.5,-15.61,10.87,34.3,38.2,41.7,4.18,599.65,900.5,1428.27,480.62,33,161.5,369.31,116.75,56.93,61,66.58,4,55.05,62.31,68.72,5.5,16.82,21.79,29.87,6.65
"Pyxsub","Pyxine_subcinerea",0.01,12.06,16.48,20.5,5.32,23.96,26.6,28.2,2,-1.47,5.88,12.17,8.25,15.37,20.45,26.86,5.82,842.65,1220,1551,250.12,411.55,548.25,750.35,97,18.13,20.98,34.03,3.19,36.08,47.52,68.99,8.67,174.65,218,309.02,84.88,0,2.53,27.7,11,-28.18,-19.95,-10.23,10.53,38.7,40.8,42.85,1.42,1023.95,1267.58,1523.72,261.12,95.72,248.5,647.3,133.88,56.65,61,70,3,58,65,74,3.5,24.06,27.89,30.88,3.59
"Ramame","Ramalina_americana",0.05,3.03,7.1,20.1,8.1,16.99,20.78,27.9,5.49,-14.8,-7.3,11.05,12.44,16.9,26.9,34.1,8.8,586.7,927,1513.6,409.51,372.13,487,702.6,90.17,12.85,19.7,25.85,3.86,33.87,43.5,56.32,8.85,111.25,143,294.5,55.58,0,92.8,331.5,147.72,-42.13,-33.3,-12.36,12.7,33.9,38.2,41.4,3.46,574.36,751.6,1443.5,458.58,53,148,382,105.81,56,61,69,4.76,54.66,62.5,72,7,16.4,20.51,30.25,6.18
"Ramcom","Ramalina_complanata",0,17.26,20.8,23.55,2.6,26,28.2,30.04,1.4,7.58,11.82,18.23,4.6,9.23,16.6,19.76,4.9,215.5,1192,1592.63,624,118.45,567,952.6,360,18.72,25.1,161.67,17,29.29,48.2,262,35.45,233.8,304,351.7,36.5,0,0,1,0,-18.24,-10.55,4.47,8.5,37.62,40.8,46.56,4.28,1237,1499.5,1812.4,153,65.5,401.4,1577,589,56.6,63.5,72.74,7.5,58,67,77.23,9,26.96,31.26,34.31,2.63
"Ramden","Ramalina_denticulata",0,19.88,22.9,24.68,1.1,27.4,28.2,29.66,1.2,10.68,16.8,19.62,4.9,8.78,11.15,17.22,4.5,115.8,1287,1540.4,582,64.8,734,1024,493,19.4,24.8,311.7,13.25,28.26,37.3,572.14,42.5,296.8,339.5,357.8,30,0,0,0,0,-12.28,-3.4,9.58,6.9,36.74,38.55,46.44,4.1,1222,1514,1796,187,88.4,389,1613.8,489,59.8,68,75.2,6,63.4,72,78.4,6,29.43,31.3,34.77,1.93
"Ramdil","Ramalina_dilacerata",0.04,-0.4,5.1,11.4,4.58,13.3,17.5,20.6,3.13,-18.2,-7.6,5,9.7,12.1,24.6,35.3,10.33,460,935.5,2171,483.83,150.5,415,528,181.5,8.1,15.3,28,6.83,29.15,41.6,118.97,16.6,88,123.75,236,36,22,189.8,455,197,-46,-34.7,-13.1,12.1,28.9,35.1,40.35,3.7,361,642,929,148,9,132,489,124.83,55,63,74,10,39.71,62.4,74,11,12.51,16.91,19.97,3.42
"Ramfar","Ramalina_farinacea",0.1,1.11,8.3,17.3,5.55,12.9,17.88,24.85,4.08,-12.38,0.6,12.8,11.38,7.12,17.5,29.38,11.45,305.69,1076.6,2461.68,702.96,16.82,305.5,587,312.5,6.8,15.89,84.13,13.87,22.95,54.04,1136.13,86.01,100.01,169,356.77,112.62,0,98.5,414.47,219.25,-42.13,-22.88,-1.96,19.06,28.97,35.6,43.29,5.37,368.2,724.55,1464.95,379.84,0,212.3,949.74,442.41,55.02,66,79,10,41.05,64,78,15.83,12.18,17.22,24.85,4.16
"Ramlep","Ramalina_leptocarpha",0,9.72,15,20.84,3.21,14.96,19.5,26.96,6.23,4.24,10.74,16.06,5.2,5.35,9.7,16.44,4,118.6,491,1658.6,443.6,10.4,26,332.9,29.1,12.14,54.73,268.3,56.25,59.62,814.51,2477.5,971.67,210.4,333.1,365,76.25,0,1.12,46.4,3,-15.04,-6.6,3.05,8.6,32.96,38.83,47.64,6.43,661.3,1044.5,1730.24,329,188,740.38,1624.16,337.21,53.4,65,74.5,12,48.4,65.8,78,19,14.52,18.94,27.62,6.62
"Rammen","Ramalina_menziesii",0.01,6.44,13.42,21.52,4.99,14.45,18.67,27.41,6.64,-0.73,7.8,16.09,6.62,6.11,11.25,18.25,5.18,101.09,770.33,2250.85,994.32,12.26,64.12,424.67,187.29,8.47,30.7,306.2,42.07,35.71,348.98,2085.02,830.46,158.05,269.17,363,100.57,0,6.75,191.15,26,-24.16,-10.52,2.74,8.52,31.52,38.06,48.04,7.94,462.12,1007.04,1777.45,536.04,35.7,652,1652.28,610.72,53.05,65.25,78.18,15,42.38,65,78,18.19,13.97,18.31,28.12,7.06
"Ramobt","Ramalina_obtusata",0,-0.65,4.9,13.1,4.6,12.65,18.1,22.45,4.65,-17.85,-7.5,6.75,7.15,17.3,25.1,34.95,7.65,374.5,706,1267.5,327,133.5,357,575.5,147,10.2,20.6,44.45,11.82,28.1,49.2,131.1,23.55,75.5,121,229,35,6.5,156,429,131.5,-47.75,-35.8,-18.35,7.7,28.05,35,40.2,3.9,342,670,1309,311.5,23.5,174,782,237,48.5,60,69.38,9,34.5,61,69.38,14,11.57,17.15,22.04,4.83
"Rampol","Ramalina_pollinaria",0,0.12,7.7,16.18,8,13.92,18.4,24.48,4.1,-18.9,-2.4,10.92,14,6.04,21.6,35.92,11.28,336.6,776.62,1467.6,562.5,22,377,591.8,237,10.64,20.1,55,14.4,31.08,49.2,744.84,42.3,89.2,142,343.4,81.6,1,73.8,378,185.67,-46.16,-30.82,-5.9,16.65,31.04,35.5,39.8,2.9,407.6,779,1411.8,425,43.4,214,859.6,413,47,61,74,8,31.4,61,75.6,11,13.08,17.83,24.56,4.23
"Ramroe","Ramalina_roesleri",0.02,-6.38,5.12,10.8,5.65,12.04,15.3,19.23,3.85,-24.88,-6.43,6.19,10.8,8.75,23.4,38.5,13.6,406.4,1141,2669,769,168.2,427,674.8,198.17,5.58,12.45,25.86,4.9,20.61,39.6,93.5,18.3,74.4,126.21,253.9,48.33,18.2,234,441,180,-50,-32.4,-11.42,16.5,27.13,32.3,36.49,4.63,243.2,516,801.8,255.17,0,79.67,329,107,56,69,80,8.83,53.6,68.5,80,8.5,11.08,14.82,18.93,3.95
"Ramsin","Ramalina_sinensis",0.01,0.5,6.8,16.1,6.38,13.3,19.45,25.4,4.8,-17.3,-5.35,8.93,10.9,15.5,22.8,34.3,10.7,322,656.33,1153,273.2,113,348,552,193,13.5,23.9,73.4,10.9,34,50.2,173,30.08,69.33,131,257,49,1,95,268.5,101,-45.8,-35.1,-15.1,11.62,30.12,36.45,41.9,4.7,496,797.33,1469,424.57,56.33,292,1050,398.5,47.6,57,66,7.07,28.33,56.67,68,16,12.04,18.96,25.48,5.44
"Ramsle","Ramalina_subleptocarpha",0.01,5.78,14.19,21.84,6.3,14.62,20.1,27.7,7.2,-3.1,9.99,17.14,8.23,5.5,11.3,22.42,6.5,89.4,495,1971.7,413.12,11.84,39.12,341.6,156.43,9.24,49.8,363.33,61.35,44.56,650.64,2017.49,1030.1,122.53,317.8,364,143,0,2,211.07,38,-31.43,-7.6,4.12,14.05,32.13,39.33,48.3,7.68,634,999.2,1784.6,499.5,154.6,699.6,1699.2,543,52.13,62,75,13,35.27,58,78,21,14.15,19.41,28.35,7.24
"Ramste","Ramalina_stenospora",0,16.8,20.41,23.41,2.5,26.58,27.9,29.93,1.16,6.29,11.45,17.35,3.12,10.57,16.84,20.3,3.01,639.67,1324.67,1635.25,333.64,360.94,674.27,898,264.91,17.9,23,52.01,5.82,31.35,40.65,83.11,16.74,223.62,299.12,343.75,33.37,0,0,2,0,-19.46,-11.59,-2.77,6.58,37.57,39.9,43.7,2.31,1154.38,1431.12,1654.17,173.71,60,284.5,1015,257.31,59,65,73.25,6.06,63.25,68.67,77,6.62,27.97,30.58,34.21,2.6
"Ramthr","Ramalina_thrausta",0.01,0.38,4.5,11.1,3.17,12.86,16.62,19.41,3.2,-14.64,-7.03,4.87,7.98,12.55,22.55,31.49,6.95,509.2,1070.75,2074.97,457.46,194.97,397,581.8,187,8.17,13.57,25.26,5.43,23.98,40.97,94.96,17.61,79,119,217.05,24.79,42.25,277.3,576.85,176.58,-44.41,-34.23,-14.63,8.86,29.04,34.7,39.11,3.43,353,603.86,915.5,161.66,0,110.5,426.9,188.88,56.42,64,74,6,40.64,62,75,14,12.01,15.93,18.95,3.36
"Ramwil","Ramalina_willeyi",0,15.19,20.27,23.5,1.94,25.39,27.83,29.49,0.91,6.21,11.2,17.83,2.85,10.41,16.91,20.37,2.86,845.85,1330.04,1635.85,314.95,404.3,682.5,935.47,266.25,17.8,23.07,36.9,5.27,30.15,40.85,71.8,13.52,223.45,298.5,346.43,33.38,0,0,2.85,0,-19.52,-11.94,-2.12,5.39,36.83,39.62,43.23,1.97,1044.59,1423.5,1585.4,180.75,58.15,242.5,684,258.88,60,65.5,73.9,7.5,64,70,76.63,8,25.93,30.61,33.45,2.31
"Rimcet","Parmotrema_cetrata",0.01,9.1,15.56,20.94,4.67,16.62,25.38,28.86,5.8,-3.7,6.15,14.2,6.9,2.86,19.3,26,5.2,611.25,1187,1558,464,329.2,531,964.4,108.33,15.42,20.8,43.1,8.2,20.22,48.1,77.44,12.68,155,219.5,321.8,87,0,2,67.8,9,-29.38,-19.98,-4.72,8.8,31.5,39.9,43.6,4.53,821.8,1359,1737.33,273.5,101.7,306,1010.6,389.5,48,60.5,65,3.5,52,63.2,68.27,7,15.73,25.5,31.62,7.78
"Rimdif","Parmotrema_diffractaicum",0,13.87,14.45,15.04,0.65,24.31,24.45,24.59,0.15,3.07,4.12,5.18,1.17,19.5,20.38,21.25,0.98,1238.57,1365.25,1491.93,140.75,569.75,594.5,619.25,27.5,16.74,18.03,19.31,1.43,39.76,41.2,42.64,1.6,185.28,192.25,199.23,7.75,4.17,5.75,7.33,1.75,-23.97,-22.8,-21.63,1.3,38.6,38.6,38.6,0,1162.38,1197.25,1232.12,38.75,160.75,167.5,174.25,7.5,60.05,60.5,60.95,0.5,65,65,65,0,24.5,24.65,24.8,0.17
"Rimret","Parmotrema_reticulatum",0.05,8.54,15.4,21.16,5.78,17.94,25.75,28.21,4.15,-4.66,5.3,15.35,9.2,5.61,20.04,28.06,6.9,382.92,1154.6,1596.86,401.7,92.7,537.67,826.88,116.23,16.37,21.6,68,5.85,28.37,46.8,274.89,12.44,150.5,210,349.69,94.48,0,3.5,83.65,13,-31.8,-20.9,-1.17,11.65,34.57,40.25,43.98,2.5,853.4,1260.5,1682.77,338.05,88,270,1204.5,268.67,51,61,67.77,3.33,51,64,72,6,17.53,26.07,30.84,5.8
"Rimsub","Rimelia_subisidiosa",0.01,11.39,17.05,21.24,4.67,19.23,26.5,28.02,2.44,0.13,7.25,14.54,6.36,6.94,19.23,24.03,3.94,899.9,1265.5,1597.45,225.62,467,565.25,816.5,145.85,14.96,21.1,28.84,4.4,28.56,46,55.53,12,163.65,228.5,320.35,75.12,0,1.75,26.02,5.92,-26.84,-18.8,-8.07,7.4,34.24,40.1,41.6,1.77,998.18,1345.5,1596.47,274.75,65.45,273,825.17,171.5,56.65,61,68.35,3,55,65,73,4.92,18.61,27.86,30.44,4.01
"Sphglo","Sphaerophorus_globosus",0.11,-12.9,4,11.4,13.75,6.36,13.6,19.08,5.08,-31.49,-5.96,6.29,24.46,10.14,21.65,41.44,19.87,170.65,1067,3334.9,1520.85,89.1,317.5,989.77,311.6,-13.35,8.6,21.74,7.55,14.02,40.7,119.91,37.28,44,122.5,248.62,100.61,22.55,205.5,693.35,233.62,-53.44,-32.53,-11.46,27.65,22.26,30.3,38.57,6.69,125.2,390.5,901.45,396.77,0,63,462.2,112.12,59.18,69.5,81,8,50.11,71,83,12.38,5.11,12.99,18.33,5.44
"Sphmel","Bunodophoron_melanocarpum",0,1.03,7.45,12.85,1.22,9.53,14.2,16.15,0.64,-4.45,1.85,10.41,2.03,5.28,12.1,15.07,2.09,1762.75,2924,4509.25,1057.25,452.25,763.5,1071.5,270,3.66,5.75,12.82,2.77,11.32,18.15,33.25,5.15,94.25,184.5,296.38,29.13,22.25,255.17,1029.38,225.9,-32.5,-18.45,-12.19,5.18,25.65,31.08,34.95,1.26,365.5,463.5,1221.25,98.58,0,0,409.25,3.25,70.25,78.5,81,4.75,64.5,77,81,5.38,8.14,13.69,15.5,0.6
"Stibea","Sticta_beauvoisii",0,4.37,12.23,21.13,7.85,14.64,21.07,27.6,5.32,-11.65,2.8,13.87,11.23,3.63,19.19,32.37,7.61,507.78,1195,1837.12,644.12,283.5,547.25,970.5,207.5,11.46,19.1,45.41,7.44,17.4,39.53,65.72,9.96,119,180.5,322,106.8,0,15.74,191.52,72.62,-39.84,-23.45,-7.31,13.25,28.93,36.95,40.77,4.07,638.3,1114,1611.05,604.88,41.2,197.75,1005.25,295.5,49.1,60,70.85,5.59,49.3,61,71.7,8.12,13.76,20.94,29.56,6.13
"Stiful","Sticta_fuliginosa",0.03,3.36,9.7,16.12,5.1,12.7,17.5,22.34,3.75,-13.98,2.8,12.8,8.3,3.66,15.08,32.91,7.15,524.4,1252,3071.56,1212,43.17,389,989.53,321.58,5.72,15.8,36.77,11.6,14.12,42.85,447.48,44.57,110.2,177,341.33,92,1,60.67,526.4,177.14,-41.08,-19.8,-4.77,15.1,27.98,35.2,40.64,4.55,454.4,781.75,1504.6,376.5,1.2,227,760.8,404,53.56,65,78.33,11,42.2,60,75.65,13,11.41,16.85,22.13,3.85
